200,200,0,200,220,0,Big Down
200,220,0,200,220,20,Big R
200,220,20,200,240,20,Big Down
200,240,20,220,240,20,Big Right
220,240,20,220,240,10,E
220,240,10,220,230,10,Up
220,230,10,210,230,10,Left
210,230,10,210,230,30,Big R
210,230,30,210,230,20,E
210,230,20,210,230,0,Big E
200,200,0,200,200,10,R
200,200,10,180,200,10,Big Left
180,200,10,180,200,-10,Big E
180,200,-10,190,200,-10,Right
190,200,-10,190,200,0,R
190,200,0,190,200,-20,Big E
190,200,-20,210,200,-20,Big Right
210,200,-20,210,200,-40,Big E
210,200,-40,210,200,-60,Big E
210,200,-60,210,200,-40,Big R
200,200,0,180,200,0,Big Left
180,200,0,180,190,0,Up
180,190,0,180,180,0,Up
180,180,0,180,190,0,Down
180,190,0,190,190,0,Right
190,190,0,190,210,0,Big Down
190,210,0,190,230,0,Big Down
190,230,0,190,230,-10,E
190,230,-10,190,230,0,R
190,230,0,180,230,0,Left
200,200,0,200,200,-10,E
200,200,-10,180,200,-10,Big Left
180,200,-10,180,200,10,Big R
180,200,10,180,200,0,E
180,200,0,180,190,0,Up
180,190,0,180,190,-10,E
180,190,-10,180,190,10,Big R
180,190,10,180,200,10,Down
180,200,10,180,200,30,Big R
180,200,30,180,200,20,E
200,200,0,200,200,10,R
200,200,10,200,200,30,Big R
200,200,30,190,200,30,Left
190,200,30,200,200,30,Right
200,200,30,200,200,20,E
200,200,20,200,200,0,Big E
200,200,0,200,180,0,Big Up
200,180,0,200,200,0,Big Down
200,200,0,220,200,0,Big Right
220,200,0,220,200,-20,Big E
200,200,0,180,200,0,Big Left
180,200,0,180,200,20,Big R
180,200,20,180,180,20,Big Up
180,180,20,180,180,10,E
180,180,10,180,180,30,Big R
180,180,30,180,180,40,R
180,180,40,200,180,40,Big Right
200,180,40,200,180,20,Big E
200,180,20,200,180,40,Big R
200,180,40,200,180,20,Big E
200,200,0,200,200,-20,Big E
200,200,-20,220,200,-20,Big Right
220,200,-20,220,200,-30,E
220,200,-30,220,200,-50,Big E
220,200,-50,220,200,-40,R
220,200,-40,220,200,-50,E
220,200,-50,220,200,-60,E
220,200,-60,240,200,-60,Big Right
240,200,-60,230,200,-60,Left
230,200,-60,220,200,-60,Left
200,200,0,200,200,-10,E
200,200,-10,190,200,-10,Left
190,200,-10,190,200,-30,Big E
190,200,-30,190,200,-40,E
190,200,-40,180,200,-40,Left
180,200,-40,180,210,-40,Down
180,210,-40,180,210,-30,R
180,210,-30,200,210,-30,Big Right
200,210,-30,180,210,-30,Big Left
180,210,-30,180,190,-30,Big Up
200,200,0,200,210,0,Down
200,210,0,200,210,20,Big R
200,210,20,200,230,20,Big Down
200,230,20,200,230,30,R
200,230,30,200,230,20,E
200,230,20,180,230,20,Big Left
180,230,20,180,230,30,R
180,230,30,180,210,30,Big Up
180,210,30,180,190,30,Big Up
180,190,30,170,190,30,Left
200,200,0,210,200,0,Right
210,200,0,210,190,0,Up
210,190,0,210,190,-10,E
210,190,-10,220,190,-10,Right
220,190,-10,220,190,10,Big R
220,190,10,210,190,10,Left
210,190,10,210,190,-10,Big E
210,190,-10,190,190,-10,Big Left
190,190,-10,190,190,-20,E
190,190,-20,190,190,-40,Big E
200,200,0,200,200,-20,Big E
200,200,-20,200,200,-10,R
200,200,-10,220,200,-10,Big Right
220,200,-10,220,220,-10,Big Down
220,220,-10,220,200,-10,Big Up
220,200,-10,220,210,-10,Down
220,210,-10,220,210,10,Big R
220,210,10,230,210,10,Right
230,210,10,230,210,0,E
230,210,0,230,220,0,Down
200,200,0,200,200,-10,E
200,200,-10,200,180,-10,Big Up
200,180,-10,220,180,-10,Big Right
220,180,-10,220,190,-10,Down
220,190,-10,220,190,0,R
220,190,0,220,190,20,Big R
220,190,20,200,190,20,Big Left
200,190,20,200,190,30,R
200,190,30,200,170,30,Big Up
200,170,30,200,170,10,Big E
200,200,0,200,220,0,Big Down
200,220,0,200,220,10,R
200,220,10,180,220,10,Big Left
180,220,10,180,200,10,Big Up
180,200,10,180,210,10,Down
180,210,10,180,210,0,E
180,210,0,180,220,0,Down
180,220,0,180,210,0,Up
180,210,0,180,210,-10,E
180,210,-10,180,210,0,R
200,200,0,200,200,20,Big R
200,200,20,200,200,10,E
200,200,10,200,200,20,R
200,200,20,200,220,20,Big Down
200,220,20,220,220,20,Big Right
220,220,20,220,220,40,Big R
220,220,40,220,240,40,Big Down
220,240,40,220,240,60,Big R
220,240,60,220,240,80,Big R
220,240,80,220,230,80,Up
200,200,0,210,200,0,Right
210,200,0,190,200,0,Big Left
190,200,0,190,200,-20,Big E
190,200,-20,180,200,-20,Left
180,200,-20,170,200,-20,Left
170,200,-20,170,220,-20,Big Down
170,220,-20,180,220,-20,Right
180,220,-20,200,220,-20,Big Right
200,220,-20,210,220,-20,Right
210,220,-20,210,220,-30,E
200,200,0,200,200,-10,E
200,200,-10,200,210,-10,Down
200,210,-10,180,210,-10,Big Left
180,210,-10,180,200,-10,Up
180,200,-10,190,200,-10,Right
190,200,-10,190,200,-30,Big E
190,200,-30,190,220,-30,Big Down
190,220,-30,190,220,-40,E
190,220,-40,190,220,-60,Big E
190,220,-60,190,200,-60,Big Up
200,200,0,200,200,-10,E
200,200,-10,200,220,-10,Big Down
200,220,-10,200,220,-30,Big E
200,220,-30,200,220,-50,Big E
200,220,-50,200,220,-30,Big R
200,220,-30,200,200,-30,Big Up
200,200,-30,200,190,-30,Up
200,190,-30,180,190,-30,Big Left
180,190,-30,180,170,-30,Big Up
180,170,-30,180,170,-40,E
200,200,0,200,190,0,Up
200,190,0,200,190,-20,Big E
200,190,-20,200,210,-20,Big Down
200,210,-20,200,190,-20,Big Up
200,190,-20,200,190,-30,E
200,190,-30,200,190,-10,Big R
200,190,-10,210,190,-10,Right
210,190,-10,210,190,-30,Big E
210,190,-30,210,190,-40,E
210,190,-40,210,180,-40,Up
200,200,0,200,200,20,Big R
200,200,20,180,200,20,Big Left
180,200,20,180,200,30,R
180,200,30,180,210,30,Down
180,210,30,200,210,30,Big Right
200,210,30,200,210,20,E
200,210,20,200,210,30,R
200,210,30,200,210,40,R
200,210,40,190,210,40,Left
190,210,40,190,190,40,Big Up
200,200,0,200,190,0,Up
200,190,0,200,190,20,Big R
200,190,20,200,170,20,Big Up
