20,3.504753112792969e-05,-1
40,1.0013580322265625e-05,-1
60,5.245208740234375e-06,-1
80,4.0531158447265625e-06,-1
100,5.245208740234375e-06,-1
120,5.245208740234375e-06,-1
140,4.0531158447265625e-06,-1
160,3.814697265625e-06,-1
180,3.814697265625e-06,-1
200,3.814697265625e-06,-1
20,0.00042510032653808594,-1
40,0.00020813941955566406,-1
60,0.00019478797912597656,-1
80,0.0001900196075439453,-1
100,0.0001881122589111328,-1
120,0.00018286705017089844,-1
140,0.00018405914306640625,-1
160,0.00018310546875,-1
180,0.00018215179443359375,-1
200,0.00018215179443359375,-1
20,0.0005230903625488281,-1
40,0.0003638267517089844,-1
60,0.0003509521484375,-1
80,0.00034117698669433594,-1
100,0.0003409385681152344,-1
120,0.0003352165222167969,-1
140,0.0003368854522705078,-1
160,0.00035309791564941406,-1
180,0.00032401084899902344,-1
200,0.00032210350036621094,-1
20,0.0006868839263916016,-1
40,0.0004980564117431641,-1
60,0.0004849433898925781,-1
80,0.0004749298095703125,-1
100,0.00048613548278808594,-1
120,0.0006327629089355469,-1
140,0.0006031990051269531,-1
160,0.0010039806365966797,-1
180,0.0008461475372314453,-1
200,0.0007379055023193359,-1
20,0.0008552074432373047,-1
40,0.0006687641143798828,-1
60,0.0006420612335205078,-1
80,0.0006327629089355469,-1
100,0.0006582736968994141,-1
120,0.0006039142608642578,-1
140,0.0006010532379150391,-1
160,0.0006089210510253906,-1
180,0.0006227493286132812,-1
200,0.0007691383361816406,-1
20,0.0011587142944335938,-1
40,0.0008058547973632812,-1
60,0.0007801055908203125,-1
80,0.0007710456848144531,-1
100,0.0007891654968261719,-1
120,0.0007369518280029297,-1
140,0.0007359981536865234,-1
160,0.0010590553283691406,-1
180,0.000888824462890625,-1
200,0.0007801055908203125,-1
20,0.0014259815216064453,-1
40,0.0009620189666748047,-1
60,0.0009417533874511719,-1
80,0.0009310245513916016,-1
100,0.001110076904296875,-1
120,0.0009658336639404297,-1
140,0.0009541511535644531,-1
160,0.0011181831359863281,-1
180,0.0009589195251464844,-1
200,0.0009398460388183594,-1
20,0.001567840576171875,-1
40,0.0011162757873535156,-1
60,0.001104116439819336,-1
80,0.0010938644409179688,-1
100,0.0010230541229248047,-1
120,0.0010700225830078125,-1
140,0.0010387897491455078,-1
160,0.0013947486877441406,-1
180,0.0014188289642333984,-1
200,0.0010840892791748047,-1
20,0.0015299320220947266,-1
40,0.0012500286102294922,-1
60,0.0012578964233398438,-1
80,0.001177072525024414,-1
100,0.001168966293334961,-1
120,0.0014190673828125,-1
140,0.0014331340789794922,-1
160,0.0017228126525878906,-1
180,0.001219034194946289,-1
200,0.0012021064758300781,-1
20,0.0018377304077148438,-1
40,0.0013768672943115234,-1
60,0.0013797283172607422,-1
80,0.0012989044189453125,-1
100,0.0013420581817626953,-1
120,0.0012941360473632812,-1
140,0.0013070106506347656,-1
160,0.0015938282012939453,-1
180,0.0013580322265625,-1
200,0.0013210773468017578,-1
20,0.0019121170043945312,-1
40,0.00152587890625,-1
60,0.001508951187133789,-1
80,0.0014472007751464844,-1
100,0.0014977455139160156,-1
120,0.0014581680297851562,-1
140,0.001447916030883789,-1
160,0.0014209747314453125,-1
180,0.0014200210571289062,-1
200,0.001422882080078125,-1
20,0.002257823944091797,10
40,0.0019850730895996094,10
60,0.0019598007202148438,10
80,0.0023658275604248047,10
100,0.0023088455200195312,10
120,0.0019469261169433594,10
140,0.002162933349609375,10
160,0.0022110939025878906,10
180,0.0025360584259033203,10
200,0.0020122528076171875,10
20,0.0024640560150146484,11
40,0.0021681785583496094,11
60,0.0020580291748046875,11
80,0.002103090286254883,11
100,0.0026040077209472656,11
